Freq(Hz),Re(V1),Im(V1),Re(V2),Im(V2),Re(V1_I),Im(V1_I)
1.4526539259467808,1.9999999999999998,0.0,1.9921914407239831,0.12472427572075317,-0.5691975544925665,-0.03563550734878662
1.4831025143361043,2.0,0.0,1.9925075853053027,0.12218303119270393,-0.5692878815158008,-0.034909437483629686
1.5141893253043521,2.0,0.0,1.9928109763526447,0.11969279524561408,-0.5693745646721843,-0.03419794149874687
1.5459277364194774,2.0,0.0,1.9931021246883587,0.11725259033158993,-0.5694577499109597,-0.033500740094739974
1.5783314056521174,2.0,0.0,1.9933815209656425,0.11486145482269779,-0.569537577418755,-0.03281755852077079
1.6114142772530196,1.9999999999999998,0.0,1.993649636441738,0.11251844292915629,-0.5696141818404965,-0.03214812655118751
1.6451905877536626,2.0000000000000004,2.1480487867948578e-17,1.9939069237233424,0.11022262460494268,-0.5696876924923835,-0.03149217845855682
1.6796748720926535,2.0,0.0,1.9941538174850812,0.10797308544188197,-0.569758233567166,-0.030849452983394848
1.7148819698705398,2.0,0.0,1.9943907351618775,0.1057689265532216,-0.569825924331965,-0.030219693300920454
1.7508270317357244,2.0000000000000004,0.0,1.994618077616037,0.10360926444763192,-0.5698908793188676,-0.029602646985037694
1.787525525904235,2.0,0.0,1.9948362297798532,0.10149323089451415,-0.5699532085085295,-0.028998065969861184
1.8249932448161523,2.0,0.0,1.9950455612745266,0.09941997278144052,-0.5700130175070076,-0.028405706508983004
1.8632463119315603,1.9999999999999996,0.0,1.9952464270061647,0.09738865196450064,-0.5700704077160471,-0.027825329132714464
1.9023011886689445,2.0,0.0,1.9954391677396264,0.09539844511227563,-0.5701254764970362,-0.027256698603507323
1.9421746814890257,2.0,1.81958383030777e-17,1.995624110650944,0.09344854354411698,-0.5701783173288412,-0.026699583869747703
1.982883949127071,2.0,0.0,1.99580156985905,0.09153815306336106,-0.5702290199597285,-0.02615375801810316
2.0244465099768036,2.0,1.7456374513501305e-17,1.9959718469375092,0.08966649378606965,-0.570277670553574,-0.025618998224593105
2.0668802496290826,2.0,1.7097989332980315e-17,1.996135231406941,0.08783279996584552,-0.5703243518305546,-0.025095085704527287
2.1102034285685956,1.9999999999999998,0.0,1.9962920012088072,0.08603631981523789,-0.5703691432025163,-0.02458180566149654
2.154434690031884,2.0,0.0,1.9964424231612048,0.08427631532421419,-0.5704121209032014,-0.024078947235489766
2.1995930680300746,1.9999999999999998,0.0,1.9965867533973027,0.08255206207614374,-0.570453358113515,-0.023586303450326782
2.2456979955397744,2.0,0.0,1.996725237787036,0.08086284906170778,-0.5704929250820102,-0.023103671160487938
2.2927693128656492,2.0,0.0,1.9968581123426494,0.07920797849111995,-0.5705308892407569,-0.022630850997462846
2.340827276178293,2.0,0.0,1.9969856036086742,0.07758676560501467,-0.570567315316764,-0.022167647315718478
2.3898925662310497,2.0000000000000004,0.0,1.997107929036895,0.07599853848433524,-0.5706022654391129,-0.021713868138383274
2.43998629725955,2.0,0.0,1.997225297346851,0.07444263785952822,-0.5706357992419573,-0.02126932510272235
2.491130026067789,2.0000000000000004,1.4186130828541536e-17,1.997337908872404,0.07291841691932906,-0.5706679739635439,-0.020833833405524364
2.543345761304649,2.0000000000000004,1.3894884839636507e-17,1.9974459558948725,0.07142524111940113,-0.5706988445413921,-0.0204072117484021
2.596655972934871,2.0,0.0,1.9975496229632383,0.06996248799107177,-0.5707284637037824,-0.01998928228316336
2.6510836019085384,2.0,0.0,1.997649087201895,0.06852954695038868,-0.5707568820576843,-0.01957987055725391
2.7066520700332415,2.0,0.0,1.9977445186064016,0.06712581910770311,-0.5707841481732576,-0.019178805459343747
2.7633852900531704,1.9999999999999996,-1.2788479618788798e-17,1.9978360803276922,0.06575071707796927,-0.570810308665055,-0.018785919165134075
2.821307675939472,2.0,0.0,1.9979239289451718,0.06440366479193432,-0.5708354082700491,-0.0184010470834098
2.8804441533962963,2.0,0.0,1.998008214729111,0.06308409730837804,-0.570859489922603,-0.018024027802393722
2.940820170587063,2.0,0.0,1.9980890818927508,0.06179146062754829,-0.5708825948265002,-0.017654703036442367
3.002461709085549,2.0,0.0,1.9981666688345003,0.06052521150592502,-0.5709047625241429,-0.017292917573121434
3.0653952950565273,2.0,0.0,1.998241108370605,0.0592848172724341,-0.57092603096303,-0.016938519220695458
3.129648010670752,2.0,0.0,1.9983125279586489,0.0580697556462208,-0.570946436559614,-0.016591358756063088
3.195247505759212,2.0000000000000004,0.0,1.998381049912239,0.05687951455608232,-0.5709660142606396,-0.016251289873166375
3.262222009711669,2.0,0.0,1.9984467916072097,0.05571359196164899,-0.57098479760206,-0.01591816913189971
3.330600343624589,2.0,0.0,1.9985098656796743,0.05457149567639488,-0.5710028187656212,-0.015591855907541396
3.400411932703707,2.0,1.0392710401003359e-17,1.9985703802162327,0.053452743192549654,-0.5710201086332093,-0.01527221234072847
3.4716868189265613,2.0,0.0,1.998628438936642,0.05235686150797573,-0.5710366968390406,-0.014959103287993063
3.5444556739704347,1.9999999999999998,0.0,1.9986841413692402,0.051283386955067824,-0.571052611819783,-0.01465239627287652
3.6187498124112794,2.0000000000000004,0.0,1.998737583019401,0.05023186503172405,-0.5710678808626859,-0.014351961437635442
3.6946012051993025,2.0000000000000004,0.0,1.9987888555312923,0.049201850234432506,-0.5710825301517977,-0.014057671495552143
3.7720424934169983,2.0,0.0,1.9988380468432003,0.04819290589351059,-0.5710965848123429,-0.013769401683860169
3.8511070023255707,2.0,9.17645145652023e-18,1.998885241336666,0.04720460401052858,-0.571110068953333,-0.013487029717297434
3.9318287557057694,2.0,-8.988055852997658e-18,1.9989305199796765,0.04623652509794467,-0.571123005708479,-0.013210435742269907
4.014242490499321,2.0,0.0,1.9989739604641483,0.04528825802097312,-0.5711354172754709,-0.012939502291706604
4.0983836717572615,2.0,0.0,1.9990156373379167,0.04435939984170264,-0.5711473249536905,-0.012674114240486468
4.184288507901582,2.0,8.445759988578913e-18,1.999055622131457,0.04344955566547918,-0.5711587491804163,-0.012414158761569033
4.271993966306779,2.0000000000000004,8.272365724162625e-18,1.9990939834795365,0.042558338489561705,-0.5711697095655818,-0.012159525282735468
4.361537789208005,2.0,8.102531301723035e-18,1.9991307872380006,0.04168536905405762,-0.571180224925143,-0.011910105444016461
4.452958509942655,2.0,0.0,1.9991660965958857,0.04083027569514032,-0.5711903133131102,-0.011665793055754376
4.546295469532399,2.0,0.0,1.9991999721830367,0.039992694200548545,-0.5711999920522961,-0.011426484057299584
4.641588833612778,2.0,0.0,1.9992324721734158,0.03917226766736472,-0.5712092777638331,-0.01119207647638992
4.738879609717653,2.0,0.0,1.9992636523842657,0.0383686463620665,-0.5712181863955044,-0.010962470389161857
4.838209664925956,2.0000000000000004,7.304250726646956e-18,1.9992935663712945,0.03758148758284367,-0.5712267332489412,-0.010737567880816031
4.9396217438783205,2.0000000000000004,0.0,1.999322265520039,0.036810455524170366,-0.5712349330057255,-0.010517273006909371
5.04315948717136,2.0,0.0,1.999349799133559,0.03605522114362044,-0.5712427997524454,-0.010301491755320125
5.148867450137494,2.0,0.0,1.999376214516607,0.03531546203091236,-0.5712503470047448,-0.010090132008832105
5.256791122018422,2.0,0.0,1.9994015570564134,0.03459086227916788,-0.5712575877304038,-0.00988310350833368
5.3669769455404746,1.9999999999999996,0.0,1.9994258703002237,0.03388111235836771,-0.5712645343714925,-0.009680317816676486
5.479472336900287,2.0,-6.449434231599231e-18,1.9994491960297143,0.033185908990985793,-0.5712711988656326,-0.0094816882831388
5.5943257061693785,2.0,0.0,1.9994715743324127,0.032504955029782685,-0.5712775926664037,-0.009287130008509338
5.711586478126432,1.9999999999999996,0.0,1.999493043670244,0.031837959337737205,-0.5712837267629268,-0.009096559810782058
5.831305113526222,2.0,0.0,1.999513640945312,0.03118463667009505,-0.5712896116986605,-0.008909896191455728
5.953533130814368,1.9999999999999996,0.0,1.9995334015630317,0.030544707558511325,-0.5712952575894376,-0.008727059302431808
6.07832312829723,2.0,0.0,1.9995523594927171,0.029917898197264266,-0.5713006741407763,-0.008547970913504075
6.205728806776502,2.0,0.0,1.9995705473257237,0.029303940331515586,-0.5713058706644925,-0.008372554380433023
6.335804992658251,2.0000000000000004,5.5777437123863715e-18,1.9995879963312473,0.02870257114759318,-0.5713108560946419,-0.008200734613605156
6.468607661546326,2.0,0.0,1.9996047365098693,0.028113533165270765,-0.5713156390028198,-0.008032438047220218
6.604193962330304,2.0,0.0,1.9996207966449437,0.02753657413201901,-0.571320227612841,-0.007867592609148289
6.742622241778342,2.0,5.241209605624455e-18,1.9996362043519056,0.026971446919201943,-0.5713246298148301,-0.007706127691207661
6.883952069645498,2.0000000000000004,5.133605827462656e-18,1.9996509861255911,0.02641790942019236,-0.5713288531787403,-0.007547974120062065
7.028244264308349,2.0,0.0,1.9996651673856443,0.025875724450379684,-0.5713329049673269,-0.007393064128679909
7.1755609189369265,2.0,0.0,1.9996787725200902,0.025344659649043196,-0.5713367921485971,-0.007241331328298055
7.3259654282152304,1.9999999999999998,0.0,1.9996918249271463,0.024824487383063785,-0.571340521407756,-0.007092710680875367
7.479522515621821,2.0,0.0,1.9997043470553437,0.02431498465244702,-0.5713440991586696,-0.006947138472127721
7.636298261282244,2.0,0.0,1.9997163604420267,0.023815932997630317,-0.5713475315548648,-0.006804552285037233
7.796360130405233,2.0000000000000004,0.0,1.9997278857502945,0.02332711840854686,-0.571350824500084,-0.006664890973870531
7.959777002314984,1.9999999999999998,4.439759612666005e-18,1.9997389428044485,0.022848331235419236,-0.5713539836584138,-0.006528094638691209
8.126619200091946,2.0,0.0,1.999749550624008,0.02237936610125516,-0.5713570144640022,-0.0063941046003586155
8.296958520834906,2.0000000000000004,0.0,1.9997597274563452,0.021920021816018553,-0.5713599221303843,-0.0062628633760124066
8.470868266557405,2.0,0.0,1.9997694908080021,0.021470101292448477,-0.5713627116594292,-0.006134314654985279
8.648423275731723,2.0,0.0,1.9997788574747413,0.02102941146349936,-0.5713653878499261,-0.00600840327528553
8.829699955494089,2.0,0.0,1.9997878435703746,0.020597763201375293,-0.5713679553058214,-0.005885075200392939
9.014776314524918,2.0,0.0,1.9997964645544315,0.020174971238131993,-0.5713704184441233,-0.005764277496609141
9.203731996618224,2.0,0.0,1.9998047352587003,0.019760854087819912,-0.5713727815024857,-0.005645958310805689
9.396648314954692,2.0,0.0,1.9998126699126997,0.019355233970142115,-0.5713750485464857,-0.005530066848612032
9.593608287093142,2.0000000000000004,0.0,1.999820282168115,0.018957936735600894,-0.5713772234766042,-0.005416553353028827
9.794696670695393,2.0,0.0,1.9998275851222456,0.018568791792107433,-0.5713793100349274,-0.005305369083459266
10.0,2.0,0.0,1.9998345913405033,0.01818763203302866,-0.5713813118115723,-0.005196466295151045
10.209606623060465,2.0,0.0,1.9998413128779964,0.017814293766646262,-0.5713832322508561,-0.005089798219041788
10.423606739764017,2.0,0.0,1.999847761300242,0.017448616647002504,-0.571385074657212,-0.004985319042000715
10.642092440647241,2.0,0.0,1.9998539477030366,0.017090443606108355,-0.5713868422008676,-0.00488298388745953
10.865157746525384,2.0,0.0,1.999859882731521,0.016739620787489196,-0.5713885379232918,-0.004782748796425484
11.092898648952227,2.0000000000000004,0.0,1.9998655765984754,0.016395997481044044,-0.5713901647424214,-0.004684570708869727
11.325413151528116,2.0,0.0,1.999871039101868,0.01605942605919433,-0.5713917254576766,-0.004588407445484094
11.56280131207376,2.0,0.0,1.9998762796416962,0.015729761914298653,-0.5713932227547703,-0.004494217689799615
11.80516528568805,2.0,0.0,1.9998813072361423,0.015406863397310252,-0.5713946592103263,-0.004401960970660072
12.052609368708426,2.0,0.0,1.9998861305370745,0.015090591757654143,-0.571396037296307,-0.00431159764504404
12.305240043592615,2.0,0.0,1.9998907578449208,0.014780811084301413,-0.5713973593842631,-0.004223088881228975
12.563166024741209,2.0,2.8129451120131724e-18,1.9998951971229366,0.01447738824801813,-0.5713986277494104,-0.004136396642290894
12.826498305280605,2.0000000000000004,0.0,1.9998994560108958,0.014180192844767152,-0.5713998445745416,-0.004051483669933471
13.095350204826671,2.0000000000000004,0.0,1.999903541838226,0.013889097140240819,-0.5714010119537788,-0.0039683134686402345
13.369837418249466,2.0,2.6432255946858626e-18,1.9999074616366106,0.013603976015503477,-0.5714021318961744,-0.0038868502901580606
13.650078065460137,2.0,0.0,1.9999112221520785,0.013324706913722584,-0.5714032063291653,-0.0038070591182064522
13.936192742241428,2.0,2.535807096983499e-18,1.9999148298566063,0.013051169787967807,-0.5714042371018874,-0.003728905653719299
14.228304572143527,2.0000000000000004,0.0,1.999918290959245,0.012783247050057732,-0.5714052259883556,-0.003652356300016495
14.526539259467805,2.0,0.0,1.9999216114168001,0.012520823520434028,-0.5714061746905142,-0.003577378148695436
14.831025143361044,2.0,0.0,1.9999247969440748,0.012263786379043483,-0.5714070848411642,-0.003503938965440995
15.14189325304352,2.0,2.3338888915758602e-18,1.9999278530236988,0.012012025117208426,-0.571407958006771,-0.003432007176359475
15.459277364194778,2.0000000000000004,2.2859733756091036e-18,1.9999307849155579,0.011765431490466395,-0.5714087956901593,-0.003361551854433181
15.783314056521172,2.0,2.2390415811376805e-18,1.9999335976658406,0.011523899472360453,-0.5714095993330973,-0.0032925427063887004
16.11414277253019,2.0,0.0,1.9999362961157188,0.011287325209161493,-0.5714103703187767,-0.003224950059760427
16.451905877536625,2.0,0.0,1.9999388849096744,0.011055606975504586,-0.5714111099741928,-0.003158744850144167
16.79674872092653,2.0,0.0,1.9999413685034881,0.010828645130921402,-0.571411819572425,-0.0030938986088346865
17.1488196987054,2.0000000000000004,2.060753864207552e-18,1.999943751171905,0.010606342077251299,-0.5714125003348299,-0.003030383450657439
17.508270317357244,2.0,0.0,1.9999460370159876,0.010388602216913796,-0.5714131534331393,-0.002968172061975371
17.875255259042355,2.0,0.0,1.999948229970172,0.010175331912025588,-0.5714137799914777,-0.002907237689150168
18.249932448161523,2.0000000000000004,0.0,1.999950333809036,0.009966439444345436,-0.5714143810882959,-0.0028475541269700503
18.6324631193156,2.0,0.0,1.9999523521537919,0.009761834976030672,-0.5714149577582263,-0.002789095707437334
19.02301188668945,1.9999999999999998,0.0,1.9999542884785182,0.009561430511189285,-0.5714155109938623,-0.002731837288911224
19.421746814890255,2.0000000000000004,0.0,1.9999561461161368,0.009365139858211892,-0.5714160417474675,-0.0026757542452176086
19.828839491270713,2.0,0.0,1.9999579282641449,0.009172878592868073,-0.5714165509326127,-0.002620822455105164
20.24446509976804,2.0000000000000004,1.7456374513501302e-18,1.9999596379901203,0.008984564022152048,-0.5714170394257486,-0.002567018292057653
20.66880249629082,2.0,0.0,1.999961278236996,0.008800115148862654,-0.5714175080677131,-0.0025143186139607583
21.102034285685956,2.0,0.0,1.9999628518281267,0.008619452636903186,-0.571417957665179,-0.00246270075340091
21.544346900318832,2.0,0.0,1.9999643614721454,0.00844249877728668,-0.5714183889920416,-0.002412142507796194
21.99593068030075,2.0000000000000004,0.0,1.9999658097676243,0.008269177454832502,-0.5714188027907497,-0.0023626221299521428
22.45697995539774,2.0,0.0,1.9999671992075465,0.008099414115540677,-0.5714191997735847,-0.002314118318725908
22.9276931286565,2.0000000000000004,1.5413454926495058e-18,1.9999685321835963,0.007933135734630113,-0.5714195806238846,-0.002266610209922739
23.408272761782932,2.0,0.0,1.999969810990274,0.007770270785227702,-0.5714199459972211,-0.0022200773672079147
23.89892566231049,2.0,0.0,1.999971037828845,0.007610749207695096,-0.5714202965225272,-0.0021744997736271704
24.399862972595503,2.0,0.0,1.999972214811128,0.007454502379580433,-0.5714206328031793,-0.0021298578227372665
24.911300260677884,2.0,0.0,1.9999733439631284,0.007301463086182506,-0.5714209554180367,-0.002086132310337859
25.433457613046496,2.0,0.0,1.9999744272285256,0.007151565491714951,-0.5714212649224358,-0.0020433044262042717
25.96655972934871,2.0,0.0,1.9999754664720175,0.007004745111058586,-0.5714215618491477,-0.0020013557460167386
26.510836019085374,2.0,0.0,1.9999764634825303,0.006860938782089837,-0.5714218467092944,-0.001960268223454239
27.06652070033241,2.0,0.0,1.9999774199762965,0.006720084638573837,-0.5714221199932275,-0.001920024182449668
27.6338529005317,2.0,0.0,1.9999783375998084,0.006582122083610746,-0.5714223821713739,-0.0018806063096030701
28.21307675939472,2.0,1.2525927874540652e-18,1.9999792179326528,0.006446991763624065,-0.5714226336950436,-0.0018419976467781546
28.804441533962965,2.0,0.0,1.9999800624902282,0.006314635542880149,-0.571422874997208,-0.0018041815836800424
29.40820170587062,2.0000000000000004,1.2016884546072425e-18,1.9999808727263542,0.006184996478528057,-0.5714231064932439,-0.0017671418510364382
30.024617090855493,2.0,1.1770173905554648e-18,1.999981650035772,0.006058018796149284,-0.5714233285816492,-0.0017308625131855096
30.653952950565266,2.0000000000000004,0.0,1.9999823957565477,0.0059336478658070695,-0.5714235416447279,-0.0016953279616591626
31.29648010670752,2.0000000000000004,0.0,1.9999831111723716,0.005811830178585124,-0.571423746049249,-0.0016605229081956003
31.95247505759212,2.0,0.0,1.99998379751477,0.005692513323605925,-0.5714239421470771,-0.001626432378173121
32.622220097116696,2.0000000000000004,0.0,1.9999844559652253,0.005575645965518789,-0.5714241302757785,-0.0015930417044623614
33.30600343624589,2.0,0.0,1.9999850876572067,0.00546117782244829,-0.5714243107592019,-0.0015603365206995111
34.00411932703706,2.0,0.0,1.9999856936781248,0.005349059644393594,-0.5714244839080357,-0.001528302755541027
34.71686818926561,2.0000000000000004,0.0,1.9999862750712005,0.005239243192069608,-0.5714246500203429,-0.0014969266263340241
35.44455673970434,2.0,0.0,1.9999868328372608,0.005131681216181,-0.5714248093820745,-0.0014661946331945715
36.18749812411281,2.0,0.0,1.999987367936463,0.005026327437120205,-0.5714249622675608,-0.0014360935534913377
36.94601205199302,2.0,0.0,1.999987881289946,0.004923136525080919,-0.5714251089399845,-0.001406610435737405
37.720424934169976,2.0,0.0,1.999988373781417,0.004822064080578516,-0.5714252496518334,-0.0013777325944510043
38.511070023255705,1.9999999999999998,0.0,1.9999888462586703,0.004723066615369216,-0.5714253846453344,-0.0013494476043912048
39.31828755705768,2.0,0.0,1.9999892995350497,0.0046261015337598285,-0.5714255141528712,-0.001321743295359951
40.14242490499322,2.0000000000000004,8.80352807393804e-19,1.999989734390846,0.004531127114300125,-0.5714256383973845,-0.0012946077469713146
40.983836717572615,2.0,0.0,1.99999015157464,0.004438102491850084,-0.5714257575927543,-0.001268029283385738
41.84288507901582,2.0,0.0,1.9999905518045946,0.004346987640014337,-0.5714258719441699,-0.0012419964685755247
42.71993966306779,2.0,0.0,1.999990935769686,0.004257743353936357,-0.5714259816484817,-0.0012164981011246734
43.61537789208003,2.0,-8.1025313017230365e-19,1.9999913041308925,0.00417033123344505,-0.5714260868945407,-0.0011915232095557288
44.529585099426555,2.0,0.0,1.9999916575223327,0.004084713666546558,-0.5714261878635236,-0.0011670610475847307
45.462954695323994,2.0,7.773251144264171e-19,1.999991996552355,0.004000853813254248,-0.5714262847292443,-0.0011431010895012134
46.4158883361278,2.0000000000000004,0.0,1.999992321804586,0.003918715589749974,-0.5714263776584532,-0.0011196330256428497
47.38879609717654,2.0,0.0,1.9999926338389353,0.0038382636528698777,-0.5714264668111243,-0.0010966467579628222
48.382096649259545,1.9999999999999996,0.0,1.9999929331925588,0.0037594633849080557,-0.571426552340731,-0.0010741323956880158
49.396217438783204,2.0,0.0,1.9999932203807835,0.0036822808787316625,-0.5714266343945095,-0.0010520802510661893
50.431594871713585,2.0,0.0,1.9999934958979941,0.003606682923201058,-0.5714267131137125,-0.0010304808352003022
51.48867450137495,2.0,0.0,1.999993760218485,0.00353263698888876,-0.5714267886338528,-0.0010093248539682171
52.56791122018422,2.0,0.0,1.9999940137972758,0.0034601112140911377,-0.571426861084936,-0.0009886032040260391
53.66976945540476,2.0,0.0,1.999994257070895,0.0033890743911268047,-0.5714269305916843,-0.0009683069688933728
54.794723369002874,1.9999999999999996,0.0,1.9999944904581317,0.0033194959529159345,-0.5714269972737519,-0.0009484274151188386
55.94325706169378,2.0,6.317025199611389e-19,1.999994714360756,0.0032513459598346632,-0.5714270612459301,-0.000928955988581033
57.11586478126432,2.0000000000000004,0.0,1.9999949291642098,0.003184595086839028,-0.5714271226183457,-0.0009098843105254364
58.313051135262214,2.0,0.0,1.9999951352382728,0.0031192146108529094,-0.5714271814966493,-0.0008912041745294027
59.535331308143704,2.0,0.0,1.9999953329376965,0.003055176398414553,-0.5714272379821991,-0.0008729075424041579
60.7832312829723,2.0000000000000004,5.814020695310695e-19,1.9999955226028165,0.002992452893576421,-0.5714272921722332,-0.0008549865410786779
62.05728806776501,2.0,0.0,1.9999957045601366,0.002931017106053159,-0.571427344160039,-0.000837433458872331
63.35804992658251,2.0,0.0,1.9999958791228933,0.0028708425996126267,-0.5714273940351123,-0.0008202407427464646
64.68607661546324,2.0,0.0,1.999996046591593,0.002811903480705006,-0.5714274418833122,-0.0008034009944871444
66.04193962330305,2.0,0.0,1.9999962072545296,0.002754174387325102,-0.5714274877870084,-0.0007869069678071719
67.42622241778342,2.0000000000000004,5.241209605624455e-19,1.999996361388282,0.002697630478103104,-0.5714275318252234,-0.0007707515651723153
68.83952069645497,2.0,0.0,1.9999965092581888,0.002642247421619071,-0.5714275740737683,-0.0007549278347483059
70.28244264308348,2.0,5.028211190691095e-19,1.9999966511188056,0.0025880013859366237,-0.5714276146053731,-0.0007394289674104639
71.75560918936925,2.0,0.0,1.9999967872143436,0.00253486902835131,-0.5714276534898124,-0.00072424829381466
73.2596542821523,2.0000000000000004,0.0,1.999996917779089,0.0024828274853492633,-0.5714276907940254,-0.000709379281528361
74.79522515621821,2.0,0.0,1.9999970430378073,0.00243185436277185,-0.5714277265822306,-0.0006948155322205287
76.36298261282245,2.0000000000000004,4.627830822151743e-19,1.9999971632061302,0.0023819277261820835,-0.5714277609160371,-0.00068055077896601
77.96360130405233,2.0000000000000004,4.532819914627121e-19,1.9999972784909252,0.002333026091428671,-0.57142779385455,-0.0006665788833221779
79.59777002314982,2.0000000000000004,0.0,1.9999973890906544,0.002285128415403646,-0.5714278254544726,-0.0006528938330293137
81.26619200091946,1.9999999999999998,0.0,1.9999974951957133,0.0022382140869896205,-0.5714278557702038,-0.0006394897391398916
82.96958520834907,2.0,0.0,1.9999975969887616,0.002192262918192773,-0.5714278848539318,-0.0006263608337693637
84.70868266557407,1.9999999999999996,0.0,1.9999976946450342,0.0021472551354577594,-0.5714279127557241,-0.0006135014672736455
86.48423275731722,2.0,0.0,1.999997788332646,0.0021031713711608313,-0.5714279395236131,-0.0006009061060459518
88.29699955494087,2.0,4.0023439798445834e-19,1.999997878212879,0.002059992655277495,-0.5714279652036798,-0.0005885693300792843
90.14776314524917,2.0,0.0,1.9999979644404615,0.002017700407221146,-0.5714279898401319,-0.0005764858306346131
92.03731996618221,2.0,0.0,1.9999980471638337,0.001976276427849175,-0.571428013475381,-0.0005646504079569071
93.96648314954696,2.0,0.0,1.9999981265254028,0.001935702891633091,-0.5714280361501151,-0.000553057969038026
95.93608287093141,2.0,0.0,1.9999982026617893,0.0018959623389893344,-0.5714280579033684,-0.0005417035254255241
97.94696670695396,2.0,0.0,1.9999982757040617,0.0018570376687674518,-0.571428078772589,-0.0005305821910764147
100.0,2.0,0.0,1.9999983457779618,0.0018189121308924362,-0.5714280987937034,-0.0005196891802549818
102.09606623060465,2.0,0.0,1.9999984130041213,0.00178156931915804,-0.5714281180011774,-0.0005090198054737257
104.23606739764011,2.0,0.0,1.9999984774982695,0.0017449931641679989,-0.571428136428077,-0.0004985694754765711
106.42092440647247,2.0,0.0,1.999998539371433,0.0017091679264221022,-0.5714281541061237,-0.0004883336932634577
108.65157746525384,2.0,0.0,1.9999985987301259,0.0016740781895441734,-0.5714281710657503,-0.00047830805415547805
110.92898648952227,2.0,0.0,1.9999986556765341,0.0016397088536490051,-0.5714281873361525,-0.0004684882438997157
113.25413151528114,2.0,3.120371503262771e-19,1.9999987103086905,0.0016060451288454503,-0.5714282029453401,-0.00045887003692667266
115.62801312073753,1.9999999999999998,0.0,1.999998762720644,0.0015730725288728364,-0.571428217920184,-0.0004494492939636676
118.05165285688055,2.0,0.0,1.9999988130026218,0.0015407768648679915,-0.5714282322864634,-0.0004402219613908547
120.52609368708426,2.0,0.0,1.999998861241184,0.0015091442392601952,-0.5714282460689097,-0.00043118406836005577
123.05240043592616,2.0,0.0,1.9999989075193734,0.0014781610397914238,-0.5714282592912495,-0.00042233172565469255
125.63166024741201,2.0,0.0,1.9999989519168575,0.0014478139336593354,-0.571428271976245,-0.00041366112390266716
128.264983052806,2.0000000000000004,2.7551944123484317e-19,1.9999989945100667,0.0014180898617804638,-0.5714282841457333,-0.00040516853205096223
130.95350204826676,2.0,0.0,1.9999990353723245,0.0013889760331711608,-0.571428295820664,-0.0003968502951917603
133.69837418249466,2.0000000000000004,0.0,1.9999990745739757,0.0013604599194438766,-0.5714283070211358,-0.0003887028342405087
136.50078065460139,2.0,0.0,1.9999991121825056,0.0013325292494163904,-0.5714283177664301,-0.0003807226426903972
139.3619274224142,2.0,0.0,1.9999991482626576,0.0013051720038317078,-0.571428328075045,-0.00037290628680905936
142.2830457214352,2.0,0.0,1.999999182876543,0.001278376410186323,-0.5714283379647266,-0.00036525040291037804
145.26539259467813,2.0,0.0,1.9999992160837503,0.0012521309376646436,-0.5714283474525,-0.0003577516964756125
148.31025143361043,2.0,2.3828087484920157e-19,1.999999247941445,0.001226424292177392,-0.5714283565546986,-0.0003504069406221119
151.4189325304352,2.0,0.0,1.9999992785044705,0.001201245411501839,-0.5714283652869915,-0.00034321297471481116
